,player,pos,age,tm,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,uuid
271,Mike Smrek,C,28,TOT,15,0,95,9,27,.333,0,0,0,9,27,.333,.333,6,12,.500,7,19,26,4,3,3,3,27,24,edb234c0-8396-42f6-a1dc-a325c2834a53
272,Rory Sparrow,PG,32,SAC,80,74,2375,371,756,.491,31,78,.397,340,678,.501,.511,58,83,.699,45,141,186,362,83,16,126,189,831,b3b9a078-9fd5-4a28-9c76-8b6ab6ecfd8b
273,Felton Spencer,C,23,MIN,81,46,2099,195,381,.512,0,1,.000,195,380,.513,.512,182,252,.722,272,369,641,25,48,121,77,337,572,23c32d73-b8af-416c-b767-79c9e8c8f069
274,John Starks,SG,25,NYK,61,10,1173,180,410,.439,27,93,.290,153,317,.483,.472,79,105,.752,30,101,131,204,59,17,74,137,466,11685273-76a7-4c81-ab0e-0e34a1100a02
275,Rod Strickland,PG,24,SAS,58,56,2076,314,651,.482,11,33,.333,303,618,.490,.491,161,211,.763,57,162,219,463,117,11,156,125,800,b74538bf-c5c2-4243-8598-66de6bdd3277
276,Jon Sundvold,SG,29,MIA,24,0,225,43,107,.402,15,35,.429,28,72,.389,.472,11,11,1.000,3,6,9,24,7,0,16,11,112,48e78c6b-465d-4ded-aedc-72820d0ddbeb
277,Roy Tarpley,C,26,DAL,5,5,171,43,79,.544,0,1,.000,43,78,.551,.544,16,18,.889,16,39,55,12,6,9,13,20,102,a5a76348-1a41-4f55-8438-298d9223d805
278,Terry Teagle,SG,30,LAL,82,0,1498,335,757,.443,0,9,.000,335,748,.448,.443,145,177,.819,82,99,181,82,31,8,83,165,815,0f8d8895-bbb8-4108-a644-e24c0c13c0c2
279,Reggie Theus,SG,33,NJN,81,81,2955,583,1247,.468,52,144,.361,531,1103,.481,.488,292,343,.851,69,160,229,378,85,35,252,231,1510,0b81bcdc-9f83-46d8-817b-a88c7e8c1c29
280,Irving Thomas,PF,25,LAL,26,0,108,17,50,.340,0,0,0,17,50,.340,.340,12,21,.571,14,17,31,10,4,1,13,24,46,a4f599a3-7595-425f-bd92-869594605ca2
281,Billy Thompson,SF,27,MIA,73,46,1481,205,411,.499,0,4,.000,205,407,.504,.499,89,124,.718,120,192,312,111,32,48,117,161,499,ca6d9efa-c7ea-4bc1-a2db-bc620be3dd02
282,LaSalle Thompson,C,29,IND,82,77,1946,276,565,.488,1,5,.200,275,560,.491,.489,72,104,.692,154,409,563,147,63,63,168,265,625,dc194640-8eeb-471e-ab3b-64b6cb7e361d
283,Mychal Thompson,C,36,LAL,72,4,1077,113,228,.496,0,2,.000,113,226,.500,.496,62,88,.705,74,154,228,21,23,23,47,112,288,b549d043-ba44-4ea2-844d-34fd55afbe7c
284,Bob Thornton,PF,28,MIN,12,1,110,4,13,.308,0,0,0,4,13,.308,.308,8,10,.800,1,14,15,1,0,3,9,18,16,0147d5b0-b20f-42a9-9a0b-8ee6f203792a
285,Otis Thorpe,PF,28,HOU,82,82,3039,549,988,.556,3,7,.429,546,981,.557,.557,334,480,.696,287,559,846,197,73,20,217,278,1435,4acf8c09-17a2-4097-b30a-e4a2b312b654
286,Sedale Threatt,PG,29,SEA,80,57,2066,433,835,.519,10,35,.286,423,800,.529,.525,137,173,.792,25,74,99,273,113,8,138,191,1013,46e3a075-93b6-4b59-bf4c-54f62957d448
287,Wayman Tisdale,PF,26,SAC,33,31,1116,262,542,.483,0,1,.000,262,541,.484,.483,136,170,.800,75,178,253,66,23,28,82,99,660,09d0428e-719c-4299-8a9a-97456afeb06d
288,Tom Tolbert,PF,25,GSW,62,32,1371,183,433,.423,7,21,.333,176,412,.427,.431,127,172,.738,87,188,275,76,35,38,80,195,500,4ee65fa9-ae0a-4771-8fb4-c610de0d16c0
289,Andy Toolson,SF,25,UTA,47,15,470,50,124,.403,12,32,.375,38,92,.413,.452,25,33,.758,32,35,67,31,14,2,24,58,137,437d44f7-b118-4d30-9a60-5a43682dc736
290,Kelly Tripucka,SF,31,CHH,77,1,1289,187,412,.454,15,45,.333,172,367,.469,.472,152,167,.910,46,130,176,159,33,13,92,130,541,273be3a0-6e3c-40d5-b27f-f312d3e49800
291,Trent Tucker,SG,31,NYK,65,13,1194,191,434,.440,64,153,.418,127,281,.452,.514,17,27,.630,33,72,105,111,44,9,46,120,463,cf91e862-bc63-4cba-9979-53d08e63ec33
292,Andre Turner,PG,26,PHI,70,1,1407,168,383,.439,12,33,.364,156,350,.446,.454,64,87,.736,36,116,152,311,63,0,95,124,412,eaa1c0c2-ea2a-47d8-8886-14052ab49837
293,Jeff Turner,PF,28,ORL,71,43,1683,259,532,.487,6,15,.400,253,517,.489,.492,85,112,.759,108,255,363,97,29,10,126,234,609,b24f885f-af14-4c5f-acd7-0bc52606918b
294,Kelvin Upshaw,SG,28,DAL,48,1,514,104,231,.450,7,29,.241,97,202,.480,.465,55,64,.859,20,35,55,86,28,5,39,77,270,45dfb677-6b7b-46ed-956e-abb820d1c794
295,Darnell Valentine,PG,31,CLE,65,60,1841,230,496,.464,6,25,.240,224,471,.476,.470,143,172,.831,37,135,172,351,98,12,126,170,609,97c7b2c0-f468-4b37-b959-9e801c684d5e
296,Kiki Vandeweghe,SF,32,NYK,75,72,2420,458,927,.494,51,141,.362,407,786,.518,.522,259,288,.899,78,102,180,110,42,10,108,122,1226,514233af-d03b-4261-97f6-f414f00bc7c8
297,Loy Vaught,PF,22,LAC,73,0,1178,175,359,.487,0,2,.000,175,357,.490,.487,49,74,.662,124,225,349,40,20,23,49,135,399,1ac2c39c-af41-4b1a-be01-e31892530892
298,Sam Vincent,PG,27,ORL,49,17,975,152,353,.431,3,19,.158,149,334,.446,.435,99,120,.825,17,90,107,197,30,5,91,74,406,936072c3-7e47-4253-b8e9-cd1b8fa3a528
299,Darrell Walker,PG,29,WSB,71,65,2305,230,535,.430,0,9,.000,230,526,.437,.430,93,154,.604,140,358,498,459,78,33,154,199,553,0dd40cf7-3e6c-46ff-af56-11dc5a7554f3
300,Kenny Walker,SF,26,NYK,54,8,771,83,191,.435,0,1,.000,83,190,.437,.435,64,82,.780,63,94,157,13,18,30,30,92,230,6068d8a3-a034-4968-b8c4-2926a5905a04
301,Spud Webb,PG,27,ATL,75,64,2197,359,803,.447,54,168,.321,305,635,.480,.481,231,266,.868,41,133,174,417,118,6,146,180,1003,835993b0-3092-46dd-bbf3-c38a8473c2a9
302,Bill Wennington,C,27,SAC,77,23,1455,181,415,.436,1,5,.200,180,410,.439,.437,74,94,.787,101,239,340,69,46,59,51,230,437,adbb4e56-3411-461d-92b0-f14f8d48e0e5
303,Doug West,SG,23,MIN,75,1,824,118,246,.480,0,1,.000,118,245,.482,.480,58,84,.690,56,80,136,48,35,23,41,115,294,16a509f4-2e88-41a1-91f2-c7c79a99a7bb
304,Mark West,C,30,PHO,82,64,1957,247,382,.647,0,0,0,247,382,.647,.647,135,206,.655,171,393,564,37,32,161,86,266,629,878969ba-2ce8-487b-bfdf-58ec6b9e5cc2
305,Randy White,PF,23,DAL,79,29,1901,265,665,.398,6,37,.162,259,628,.412,.403,159,225,.707,173,331,504,63,81,44,131,308,695,264d353b-a985-4294-a1cf-8cec35d6d144
306,Morlon Wiley,PG,24,ORL,34,0,350,45,108,.417,6,12,.500,39,96,.406,.444,17,25,.680,4,13,17,73,24,0,34,37,113,ebc8baa5-2045-4894-9f78-1cc9ef2d5d35
307,Eddie Lee Wilkins,C,28,NYK,68,1,668,114,255,.447,0,1,.000,114,254,.449,.447,51,90,.567,69,111,180,15,17,7,50,91,279,46e58e8b-e448-48e4-a4bb-b5bb591453c3
308,Gerald Wilkins,SG,27,NYK,68,56,2164,380,804,.473,9,43,.209,371,761,.488,.478,169,206,.820,78,129,207,275,82,23,161,181,938,996922b6-bfe6-43a1-9d49-4816426d4451
309,Buck Williams,PF,30,POR,80,80,2582,358,595,.602,0,0,0,358,595,.602,.602,217,308,.705,227,524,751,97,47,47,137,247,933,8e9fe8ca-129b-4f58-aa74-7be4970db484
310,Herb Williams,C,32,DAL,60,36,1832,332,655,.507,0,4,.000,332,651,.510,.507,83,130,.638,86,271,357,95,30,88,113,197,747,8a793693-c9bd-49ac-bcc5-07ec7c797bd4
311,Hot Rod Williams,C,28,CLE,43,14,1293,199,430,.463,0,1,.000,199,429,.464,.463,107,164,.652,111,179,290,100,36,69,63,126,505,ca94dd3e-c3dc-4682-8c88-0ed654c9d074
312,Jayson Williams,PF,22,PHI,52,1,508,72,161,.447,1,2,.500,71,159,.447,.450,37,56,.661,41,70,111,16,9,6,40,92,182,50b7e899-8125-4ca8-ac3b-c33b70ff2747
313,John Williams,SF,24,WSB,33,11,941,164,393,.417,10,41,.244,154,352,.438,.430,73,97,.753,42,135,177,133,39,6,68,63,411,98dd764c-e55e-4c46-b317-5fc18fa21001
314,Kenny Williams,PF,21,IND,75,0,527,93,179,.520,0,3,.000,93,176,.528,.520,34,50,.680,56,75,131,31,11,31,41,81,220,64e32349-7431-4647-becf-a88a9f1d0ff2
315,Micheal Williams,PG,24,IND,73,37,1706,261,523,.499,1,7,.143,260,516,.504,.500,290,330,.879,49,127,176,348,150,17,150,202,813,d9f9bb45-dd12-4978-8ba6-0a5c5eb4ea12
316,Reggie Williams,SF,26,TOT,73,46,1896,384,855,.449,57,157,.363,327,698,.468,.482,166,197,.843,133,173,306,133,113,41,112,253,991,530a4573-76b3-4e23-855a-2089125f7811
317,Scott Williams,PF,22,CHI,51,0,337,53,104,.510,1,2,.500,52,102,.510,.514,20,28,.714,42,56,98,16,12,13,23,51,127,3e79b5ca-eea7-4699-ac24-6ed33798fff5
318,Kevin Willis,PF,28,ATL,80,80,2373,444,881,.504,4,10,.400,440,871,.505,.506,159,238,.668,259,445,704,99,60,40,153,235,1051,efcb4c6e-75a9-4e0e-93aa-ddb85157ba20
319,Trevor Wilson,PF,22,ATL,25,0,162,21,70,.300,0,2,.000,21,68,.309,.300,13,26,.500,16,24,40,11,5,1,17,13,55,4cec1c1d-afa4-4987-8c08-9852cb488594
320,Kennard Winchester,SF,24,HOU,64,1,607,98,245,.400,8,20,.400,90,225,.400,.416,35,45,.778,34,33,67,25,16,13,30,70,239,fddb3978-23ab-4a1f-a379-5e631378680c
321,David Wingate,SG,27,SAS,25,0,563,53,138,.384,1,9,.111,52,129,.403,.388,29,41,.707,24,51,75,46,19,5,42,66,136,32fd444d-fa09-4d8d-b859-ed406dbaefcb
322,Randy Wittman,SF,31,IND,41,0,355,35,79,.443,0,5,.000,35,74,.473,.443,4,6,.667,6,27,33,25,10,4,10,9,74,adb193a1-a172-441c-acd0-82f05305fcd1
323,Joe Wolf,C,26,DEN,74,38,1593,234,519,.451,2,15,.133,232,504,.460,.453,69,83,.831,136,264,400,107,60,31,95,244,539,d772cea5-bc81-445d-9c77-8303846d5343
324,David Wood,SF,26,HOU,82,13,1421,148,349,.424,28,90,.311,120,259,.463,.464,108,133,.812,107,139,246,94,58,16,89,236,432,900c8d6d-33ab-447e-910e-1f789f8fff71
325,Mike Woodson,SG,32,TOT,15,3,171,26,77,.338,1,7,.143,25,70,.357,.344,11,13,.846,3,10,13,15,5,5,12,18,64,f3dbd37f-6ece-4125-bd26-8774230ca97b
326,Orlando Woolridge,SF,31,DEN,53,50,1823,490,983,.498,0,4,.000,490,979,.501,.498,350,439,.797,141,220,361,119,69,23,152,145,1330,f24cd7f0-b5ef-4321-b3b4-eaacf0ca2ade
327,Haywoode Workman,PG,25,WSB,73,56,2034,234,515,.454,12,50,.240,222,465,.477,.466,101,133,.759,51,191,242,353,87,7,135,162,581,8efd8736-c0c5-45ea-b251-e9e882407d68
328,Howard Wright,PF,23,TOT,15,0,164,19,47,.404,0,1,.000,19,46,.413,.404,16,24,.667,12,33,45,3,4,5,11,28,54,fc1859e1-882d-46eb-b166-b7bcc651ccd5
329,A.J. Wynder,PG,26,BOS,6,0,39,3,12,.250,0,1,.000,3,11,.273,.250,6,8,.750,1,2,3,8,1,0,4,1,12,34997a6c-5a2d-4e53-983e-fa2626160098
330,Danny Young,PG,28,POR,75,1,897,103,271,.380,36,104,.346,67,167,.401,.446,41,45,.911,22,53,75,141,50,7,50,49,283,da5463fa-0a4a-4f5a-9c76-62fc44e7c9be
