,player,pos,age,tm,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,uuid
136,Thomas Hamilton,C,20,BOS,11,0,70,9,31,.290,0,0,0,9,31,.290,.290,7,18,.389,10,12,22,1,0,9,9,12,25,986548d2-32cc-4041-9050-4ff818488a41
137,Geert Hammink,C,26,TOT,6,0,17,2,4,.500,0,0,0,2,4,.500,.500,4,7,.571,2,2,4,0,0,0,2,2,8,385a8401-1bf6-417b-a4bc-e32db1f981a1
138,Tom Hammonds,PF,28,DEN,71,4,1045,127,268,.474,0,0,0,127,268,.474,.474,88,115,.765,85,138,223,23,23,13,48,137,342,73194f9b-0223-4aa1-9dbf-aa271de69fa2
139,Darrin Hancock,SF,24,CHH,63,7,838,112,214,.523,1,3,.333,111,211,.526,.526,47,73,.644,40,58,98,47,28,5,56,94,272,3f17fcbd-a0e3-4b19-b8d3-665a83afe8b8
140,Anfernee Hardaway,PG,24,ORL,82,82,3015,623,1215,.513,89,283,.314,534,932,.573,.549,445,580,.767,129,225,354,582,166,41,229,160,1780,16eee61d-7636-4b5a-972e-b8aeb9b5d54b
141,Derek Harper,PG,34,NYK,82,82,2893,436,939,.464,121,325,.372,315,614,.513,.529,156,206,.757,32,170,202,352,131,5,178,201,1149,1ef98410-15ed-4d8e-a7d9-f38c407cbd5b
142,Ron Harper,PG,32,CHI,80,80,1886,234,501,.467,28,104,.269,206,397,.519,.495,98,139,.705,74,139,213,208,105,32,73,137,594,d3d39f73-8478-45bf-8684-556942385b82
143,Lucious Harris,SG,25,DAL,61,1,1016,183,397,.461,47,125,.376,136,272,.500,.520,68,87,.782,41,81,122,79,35,3,46,56,481,33ac255e-e749-4e24-bb16-d02b1f8546db
144,Antonio Harvey,PF,25,TOT,55,15,821,83,224,.371,0,2,.000,83,222,.374,.371,38,83,.458,69,131,200,15,27,47,44,76,204,a4b313e8-110d-4e00-8092-b7a51e4ea940
145,Hersey Hawkins,SG,29,SEA,82,82,2823,443,936,.473,146,380,.384,297,556,.534,.551,249,285,.874,86,211,297,218,149,14,164,172,1281,10fb12d4-0deb-4d01-a77a-703193cdc512
146,Alvin Heggs,SF,28,HOU,4,0,14,3,5,.600,0,0,0,3,5,.600,.600,2,3,.667,1,1,2,0,0,0,0,0,8,0aa5a5c8-1057-43d0-9314-865a50e20aeb
147,Alan Henderson,PF,23,ATL,79,4,1416,192,434,.442,0,3,.000,192,431,.445,.442,119,200,.595,164,192,356,51,44,43,87,217,503,ab0a95b6-55c1-42f6-b633-6d32e64be983
148,Carl Herrera,PF,29,SAS,44,6,393,40,97,.412,0,1,.000,40,96,.417,.412,5,17,.294,30,51,81,16,9,8,29,61,85,83c3eaf8-6534-41fc-a0c3-f56f7314267d
149,Sean Higgins,SF,27,PHI,44,4,916,134,323,.415,48,129,.372,86,194,.443,.489,35,37,.946,20,72,92,55,24,11,49,90,351,d03a18d0-6b7d-4f4e-b77c-d057d51facbc
150,Tyrone Hill,PF,27,CLE,44,2,929,130,254,.512,0,0,0,130,254,.512,.512,81,135,.600,94,150,244,33,31,20,64,144,341,797fa251-57d3-4319-b3ab-1534229fc5e5
151,Donald Hodge,C,26,TOT,15,0,115,9,24,.375,0,0,0,9,24,.375,.375,0,0,0,9,14,23,4,1,8,2,26,18,741ab5c9-053d-423d-84f8-fec1e6affb45
152,Fred Hoiberg,SG,23,IND,15,1,85,8,19,.421,1,3,.333,7,16,.438,.447,15,18,.833,4,5,9,8,6,1,7,12,32,3bc3be86-6a2c-4e3b-ad47-db7ddc5ca82d
153,Jeff Hornacek,SG,32,UTA,82,59,2588,442,880,.502,104,223,.466,338,657,.514,.561,259,290,.893,62,147,209,340,106,20,127,171,1247,947b97b4-0083-4ed2-8f6e-0ed68b255a9a
154,Robert Horry,SF,25,HOU,71,71,2634,300,732,.410,142,388,.366,158,344,.459,.507,111,143,.776,97,315,412,281,116,109,160,197,853,93669feb-37a9-4d9c-a3e5-8ecb16893011
155,Allan Houston,SG,24,DET,82,75,3072,564,1244,.453,191,447,.427,373,797,.468,.530,298,362,.823,54,246,300,250,61,16,233,233,1617,465e59ac-6809-4cb1-a46a-c54e1193b673
156,Byron Houston,PF,26,SAC,25,0,276,32,64,.500,1,3,.333,31,61,.508,.508,21,26,.808,31,53,84,7,13,7,17,59,86,d276db3b-324f-4cfb-8737-d0074deb43d1
157,Juwan Howard,PF,22,WSB,81,81,3294,733,1500,.489,4,13,.308,729,1487,.490,.490,319,426,.749,188,472,660,360,67,39,303,269,1789,186702f1-7e05-403b-a0c6-86d9fd01ddbd
158,Lindsey Hunter,PG,25,DET,80,48,2138,239,628,.381,117,289,.405,122,339,.360,.474,84,120,.700,44,150,194,188,84,18,80,185,679,c6ad6e21-e204-4e63-a2c6-5a601bbbff48
159,Bobby Hurley,PG,24,SAC,72,22,1059,65,230,.283,22,76,.289,43,154,.279,.330,68,85,.800,12,63,75,216,28,3,86,121,220,4cbb60bc-f7c5-4e81-9976-7c1145531b21
160,Jim Jackson,SG,25,DAL,82,82,2820,569,1308,.435,121,333,.363,448,975,.459,.481,345,418,.825,173,237,410,235,47,22,191,165,1604,9c03bb87-7a3d-4f9a-9ad8-b455d8782fa4
161,Mark Jackson,PG,30,IND,81,81,2643,296,626,.473,64,149,.430,232,477,.486,.524,150,191,.785,66,241,307,635,100,5,201,153,806,2adb3228-33c5-4769-a1d5-5b5da6bb737d
162,Henry James,PF,30,HOU,7,0,58,10,24,.417,5,15,.333,5,9,.556,.521,5,5,1.000,3,3,6,2,0,0,4,13,30,a0369328-797f-4fce-bff9-bf6e823785c4
163,Avery Johnson,PG,30,SAS,82,82,3084,438,887,.494,6,31,.194,432,856,.505,.497,189,262,.721,37,169,206,789,119,21,195,179,1071,1b017b2f-f5f4-4e85-baf8-faae999d9aad
164,Eddie Johnson,SF,36,IND,62,1,1002,180,436,.413,45,128,.352,135,308,.438,.464,70,79,.886,45,108,153,69,20,4,56,104,475,62876ae0-6eab-49fa-8622-f33bdaa5e684
165,Ervin Johnson,C,28,SEA,81,60,1519,180,352,.511,1,3,.333,179,349,.513,.513,85,127,.669,129,304,433,48,40,129,98,245,446,76cbd006-580e-4262-9b4c-fad67aae888b
166,Kevin Johnson,PG,29,PHO,56,55,2007,342,674,.507,21,57,.368,321,617,.520,.523,342,398,.859,42,179,221,517,82,13,170,144,1047,86f7414d-265b-4a60-bd78-1785882e8cc3
167,Larry Johnson,PF,26,CHH,81,81,3274,583,1225,.476,67,183,.366,516,1042,.495,.503,427,564,.757,249,434,683,355,55,43,182,173,1660,d8b862bc-d388-4f95-bab2-d51913dffce3
168,Charles Jones,PF,38,HOU,46,0,297,6,19,.316,0,0,0,6,19,.316,.316,4,13,.308,28,46,74,12,5,24,3,44,16,1df0b8a3-df0a-447d-a4e6-3562c1e48e52
169,Eddie Jones,SG,24,LAL,70,66,2184,337,685,.492,83,227,.366,254,458,.555,.553,136,184,.739,45,188,233,246,129,45,99,162,893,6b241fe1-c80c-41a2-92ea-b47e81c2a631
170,Popeye Jones,PF,25,DAL,68,68,2322,327,733,.446,14,39,.359,313,694,.451,.456,102,133,.767,260,477,737,132,54,27,109,262,770,6d14ada1-de54-4766-8dfd-306372cdc460
171,Reggie Jordan,PG,28,ATL,24,0,247,36,71,.507,0,0,0,36,71,.507,.507,22,38,.579,23,29,52,29,12,7,19,30,94,95819d36-796b-48ec-a4a0-d60d4294c2b6
172,Adam Keefe,PF,25,UTA,82,0,1708,180,346,.520,0,4,.000,180,342,.526,.520,139,201,.692,176,279,455,64,51,41,88,174,499,38c22e22-40b5-46a8-993f-cb085741265e
173,Shawn Kemp,PF,26,SEA,79,76,2631,526,937,.561,5,12,.417,521,925,.563,.564,493,664,.742,276,628,904,173,93,127,315,299,1550,ec838592-3c4e-4e25-bfa0-295f026db2ec
174,Tim Kempton,PF,32,ATL,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,5,0,ecbf877a-db1f-4383-b085-8dcd4b9bd8bc
175,Steve Kerr,PG,30,CHI,82,0,1919,244,482,.506,122,237,.515,122,245,.498,.633,78,84,.929,25,85,110,192,63,2,42,109,688,f52380e3-3333-49ec-9a07-4882e9aa9ab3
176,Jerome Kersey,SF,33,GSW,76,58,1620,205,500,.410,3,17,.176,202,483,.418,.413,97,147,.660,154,209,363,114,91,45,75,205,510,58b748c5-f84e-4fb9-87b7-0beb927995b3
177,Randolph Keys,SF,29,MIL,69,1,816,87,208,.418,22,71,.310,65,137,.474,.471,36,43,.837,41,84,125,65,32,14,33,139,232,4345932a-474c-4d6c-a9a3-a0e1279ce497
178,Chris King,SF,26,VAN,80,66,1930,250,585,.427,44,113,.389,206,472,.436,.465,90,136,.662,102,183,285,104,68,33,103,163,634,c48b0298-8834-4f1f-9e30-a2ea19995d14
179,Frankie King,PG,23,LAL,6,0,20,3,11,.273,0,1,.000,3,10,.300,.273,1,3,.333,1,1,2,2,2,0,2,4,7,872a20a8-ff3f-413d-bb59-6e04d598078d
180,Jimmy King,SG,22,TOR,62,1,868,110,255,.431,5,34,.147,105,221,.475,.441,54,77,.701,43,67,110,88,21,13,60,76,279,e3d61bbf-55b1-4931-bea3-90d970129b7e
181,Stacey King,PF,29,MIA,15,0,156,17,36,.472,0,0,0,17,36,.472,.472,4,8,.500,9,14,23,2,7,2,18,39,38,5b84f04e-38ff-420b-a878-402646fde840
182,Joe Kleine,C,34,PHO,56,9,663,71,169,.420,2,7,.286,69,162,.426,.426,20,25,.800,36,96,132,44,13,6,37,113,164,bd352746-6cdd-4a07-838c-4a2b06fbc93f
183,Jon Koncak,C,32,ORL,67,35,1288,84,175,.480,3,9,.333,81,166,.488,.489,32,57,.561,63,209,272,51,27,44,41,226,203,5a8102f0-896a-4c40-86a5-7f519fef597d
184,Christian Laettner,C,26,TOT,74,71,2495,442,907,.487,9,39,.231,433,868,.499,.492,324,396,.818,184,354,538,197,71,71,187,276,1217,2d525dcc-5090-4e3e-899c-1522606bb16c
185,Andrew Lang,C,29,TOT,71,69,2365,353,790,.447,1,5,.200,352,785,.448,.447,125,156,.801,153,302,455,65,42,126,124,241,832,3d349e33-1dd0-498b-a15d-cff98b7edd52
186,Antonio Lang,SF,23,CLE,41,0,367,41,77,.532,0,2,.000,41,75,.547,.532,34,47,.723,17,36,53,12,14,12,24,61,116,23d9a5ad-feb0-41b1-ba94-e978785844d7
187,Eric Leckner,C,29,DET,18,8,155,18,29,.621,0,0,0,18,29,.621,.621,8,13,.615,8,26,34,1,2,4,11,30,44,97d50abb-d165-4a5e-bee1-0a10690b209e
188,Tim Legler,SG,29,WSB,77,0,1775,233,460,.507,128,245,.522,105,215,.488,.646,132,153,.863,29,111,140,136,45,12,45,141,726,d632d546-1999-4622-8a3a-9ae873a6937d
189,Voshon Lenard,SG,22,MIA,30,0,323,53,141,.376,36,101,.356,17,40,.425,.504,34,43,.791,12,40,52,31,6,1,23,31,176,801d210f-0f85-431c-b98a-3cc8302540a4
190,Martin Lewis,SF,20,TOR,16,0,189,29,60,.483,2,7,.286,27,53,.509,.500,15,25,.600,15,14,29,3,8,3,14,21,75,bb40e408-9bcf-41f7-a57c-32e4e110e685
191,Alton Lister,C,37,TOT,64,19,735,51,105,.486,0,0,0,51,105,.486,.486,41,64,.641,67,213,280,19,6,42,48,136,143,ea75cdc5-3820-4680-9fe8-b54ab17af599
192,Brad Lohaus,PF,31,TOT,55,8,598,71,175,.406,51,122,.418,20,53,.377,.551,4,5,.800,7,57,64,44,10,17,20,70,197,2e6faaa9-51d5-41cb-976b-cce7e4842115
193,Grant Long,PF,29,ATL,82,82,3008,395,838,.471,31,86,.360,364,752,.484,.490,257,337,.763,248,540,788,183,108,34,157,233,1078,cb1f862c-806d-4a95-ad35-8b1182a4a195
194,Luc Longley,C,27,CHI,62,62,1641,242,502,.482,0,0,0,242,502,.482,.482,80,103,.777,104,214,318,119,22,84,114,223,564,8901f6d9-ddbd-4515-a43a-ed710350884e
195,George Lynch,SF,25,LAL,76,6,1012,117,272,.430,4,13,.308,113,259,.436,.438,53,80,.663,82,127,209,51,47,10,40,106,291,009e6453-00c0-466e-acc6-712e3c3ddbee
196,Sam Mack,SF,25,HOU,31,20,868,121,287,.422,54,135,.400,67,152,.441,.516,39,46,.848,18,80,98,79,22,9,28,75,335,c412544c-f35e-4218-ac3f-471b2d96874e
197,Don MacLean,SF,26,DEN,56,5,1107,233,547,.426,14,49,.286,219,498,.440,.439,145,198,.732,62,143,205,89,21,5,68,105,625,5785590e-bc94-40d3-92f5-827839c5ffb8
198,Mark Macon,PG,26,DET,23,0,287,29,67,.433,7,15,.467,22,52,.423,.485,9,11,.818,10,12,22,16,15,0,9,34,74,a9cefcae-c1aa-499c-84e9-c69a1a866dec
199,Rick Mahorn,C,37,NJN,50,0,450,43,122,.352,0,1,.000,43,121,.355,.352,34,47,.723,31,79,110,16,14,13,30,72,120,31b9b038-6351-456a-9af4-7d15a8375ffd
200,Dan Majerle,SF,30,CLE,82,15,2367,303,748,.405,146,414,.353,157,334,.470,.503,120,169,.710,70,235,305,214,81,34,93,131,872,5132f353-70d8-47fe-a753-42e26ab27294
201,Jeff Malone,SG,34,TOT,32,3,510,76,193,.394,5,16,.313,71,177,.401,.407,29,32,.906,8,32,40,26,16,0,22,25,186,6ca4a553-19c5-48b9-b2cb-baadbd5780f6
202,Danny Manning,PF,29,PHO,33,4,816,178,388,.459,3,14,.214,175,374,.468,.463,82,109,.752,30,113,143,65,38,24,77,121,441,c8507e27-c58b-4d76-8a83-1a6a7ce9c04d
203,Rich Manning,PF,25,VAN,29,0,311,49,113,.434,0,1,.000,49,112,.438,.434,9,14,.643,16,39,55,7,3,6,17,37,107,5174456e-421b-44f4-8575-c9952ae33ae2
204,Donny Marshall,SF,23,CLE,34,0,208,24,68,.353,7,30,.233,17,38,.447,.404,22,35,.629,9,17,26,7,8,2,7,26,77,2894c35e-df3e-4732-9db6-22a9d61df8a2
205,Donyell Marshall,SF,22,GSW,62,6,934,125,314,.398,28,94,.298,97,220,.441,.443,64,83,.771,65,148,213,49,22,31,48,83,342,5380b666-aaf2-4ff7-b306-f6ac3465a886
206,Darrick Martin,PG,24,TOT,59,16,1149,147,362,.406,20,69,.290,127,293,.433,.434,101,120,.842,16,66,82,217,53,3,107,123,415,a0fe6821-7faa-4759-87f2-cb9b7e02bbfd
207,Jamal Mashburn,SF,23,DAL,18,18,669,145,383,.379,35,102,.343,110,281,.391,.424,97,133,.729,37,60,97,50,14,3,55,39,422,6f5071db-5846-4675-9437-9119f9e7f926
208,Anthony Mason,SF,29,NYK,82,82,3457,449,798,.563,0,0,0,449,798,.563,.563,298,414,.720,220,544,764,363,69,34,211,246,1196,d7367804-3951-4de4-9c1a-1e1ba71a8719
209,Tony Massenburg,PF,28,TOT,54,28,1463,214,432,.495,0,3,.000,214,429,.499,.495,111,157,.707,127,225,352,30,28,20,73,140,539,eb2caf11-2799-4db3-b22b-5fc755c61fdb
210,Vernon Maxwell,PG,30,PHI,75,57,2467,410,1052,.390,146,460,.317,264,592,.446,.459,251,332,.756,39,190,229,330,96,12,215,182,1217,a4101125-cf8c-4656-8cc8-b6ea5b061fe9
211,Lee Mayberry,PG,25,MIL,82,20,1705,153,364,.420,75,189,.397,78,175,.446,.523,41,68,.603,21,69,90,302,64,10,89,144,422,788a379e-14fc-4474-ade5-cec6ee7226f9
212,Bob McCann,PF,31,WSB,62,0,653,76,153,.497,1,2,.500,75,151,.497,.500,35,74,.473,46,97,143,24,21,15,42,116,188,caba415b-7efd-434d-b076-eb1de88ff11d
213,George McCloud,SF,28,DAL,79,63,2846,530,1281,.414,257,678,.379,273,603,.453,.514,180,224,.804,116,263,379,212,113,38,166,212,1497,c906f3ef-c94b-4793-9efb-2f98de82a88e
214,Clint McDaniel,SG,23,SAC,12,0,71,8,23,.348,2,6,.333,6,17,.353,.391,12,16,.750,3,7,10,7,5,0,2,10,30,cd3c0882-ed2d-4205-8f2e-8227cab71359
215,Antonio McDyess,PF,21,DEN,76,75,2280,427,881,.485,0,4,.000,427,877,.487,.485,166,243,.683,229,343,572,75,54,114,154,250,1020,7e12e271-e4f2-4ba2-ba1a-ed12410db263
216,Jim McIlvaine,C,23,WSB,80,6,1195,62,145,.428,0,0,0,62,145,.428,.428,58,105,.552,66,164,230,11,21,166,36,171,182,f0e40ab6-d06b-464e-98d0-0de95f2e13d7
217,Derrick McKey,SF,29,IND,75,75,2440,346,712,.486,17,68,.250,329,644,.511,.498,170,221,.769,123,238,361,262,83,44,143,246,879,b9c1f0dd-1ba1-40f0-9494-191687343d9e
218,Aaron McKie,SG,23,POR,81,73,2259,337,722,.467,38,117,.325,299,605,.494,.493,152,199,.764,86,218,304,205,92,21,135,205,864,492d581c-0609-457a-a650-fd0929e9efee
219,Nate McMillan,PG,31,SEA,55,14,1261,100,238,.420,46,121,.380,54,117,.462,.517,29,41,.707,41,169,210,197,95,18,75,143,275,6311524b-a492-4fdc-b247-84827eec95c0
220,Loren Meyer,C,23,DAL,72,21,1266,145,330,.439,3,11,.273,142,319,.445,.444,70,102,.686,114,205,319,57,20,32,67,224,363,2a8ff5f6-6f68-4f37-a428-6356328e92e3
221,Anthony Miller,PF,24,LAL,27,0,123,15,35,.429,0,2,.000,15,33,.455,.429,6,10,.600,11,14,25,4,4,1,8,19,36,3c693ec5-53e0-4715-bde8-0d763bd4c87f
222,Oliver Miller,PF,25,TOR,76,72,2516,418,795,.526,0,11,.000,418,784,.533,.526,146,221,.661,177,385,562,219,108,143,202,277,982,a4b7fa82-8d6e-430e-bd60-3f116ef98fa3
223,Chris Mills,SF,26,CLE,80,80,3060,454,971,.468,79,210,.376,375,761,.493,.508,218,263,.829,112,331,443,188,73,52,121,241,1205,ffc290c9-39b2-41fc-b40f-79b055090e01
224,Terry Mills,PF,28,DET,82,5,1656,283,675,.419,82,207,.396,201,468,.429,.480,121,157,.771,108,244,352,98,42,20,98,197,769,ebfc0d0c-20a2-4b02-bed3-2da068d81aa1
225,Harold Miner,SG,24,CLE,19,0,136,23,52,.442,2,10,.200,21,42,.500,.462,13,13,1.000,4,8,12,8,0,0,14,23,61,cb9d1c3a-b10c-41df-bb84-05c7f0e37dbf
226,Greg Minor,SG,24,BOS,78,47,1761,320,640,.500,7,27,.259,313,613,.511,.505,99,130,.762,93,164,257,146,36,11,78,161,746,52f698c2-0ee7-4367-b169-e339f987b4ee
227,Sam Mitchell,SF,32,MIN,78,42,2145,303,618,.490,1,18,.056,302,600,.503,.491,237,291,.814,107,232,339,74,49,26,87,220,844,0d9a2e23-464c-4e2a-91cd-869710ee5ef8
228,Eric Mobley,C,25,TOT,39,4,676,74,138,.536,1,2,.500,73,136,.537,.540,39,87,.448,54,86,140,22,14,24,50,87,188,917a4581-911b-42f0-93eb-e7f66880a5fc
229,Eric Montross,C,24,BOS,61,59,1432,196,346,.566,0,0,0,196,346,.566,.566,50,133,.376,119,233,352,43,19,29,83,181,442,a3fd241a-84d9-4e8d-a160-eb8583baf6c6
230,Tracy Moore,SG,30,HOU,8,2,190,30,76,.395,13,30,.433,17,46,.370,.480,18,19,.947,10,12,22,6,2,0,8,16,91,5e738789-68c1-4791-9e75-f869f45b10f1
231,Chris Morris,SG,30,UTA,66,33,1424,265,606,.437,63,197,.320,202,409,.494,.489,98,127,.772,100,129,229,77,63,20,71,140,691,5d38a93e-415b-4388-bfbe-b8d91419e83a
232,Lawrence Moten,SG,23,VAN,44,3,573,112,247,.453,18,55,.327,94,192,.490,.490,49,75,.653,36,25,61,50,29,8,44,54,291,e2323a2f-0bbf-4df3-837a-52283a60cc62
233,Todd Mundt,C,25,TOT,33,0,151,16,41,.390,0,0,0,16,41,.390,.390,5,8,.625,11,17,28,3,2,5,3,29,37,c17cbc3b-9313-4e81-aa40-dc9728e71867
234,Eric Murdock,PG,27,TOT,73,14,1673,244,587,.416,45,145,.310,199,442,.450,.454,114,143,.797,26,143,169,327,135,9,132,140,647,2d3af441-a2c1-4967-8352-336899ed581b
235,Lamond Murray,SF,22,LAC,77,32,1816,257,575,.447,37,116,.319,220,459,.479,.479,99,132,.750,89,157,246,84,61,25,108,151,650,eb7beeac-98f0-46e7-ba3b-a86e7e9bd29d
236,Tracy Murray,SF,24,TOR,82,37,2458,496,1092,.454,151,358,.422,345,734,.470,.523,182,219,.831,114,238,352,131,87,40,132,208,1325,1a69b043-d179-4022-b07c-0eae311d42ab
237,Pete Myers,SG,32,TOT,71,2,1092,91,247,.368,14,58,.241,77,189,.407,.397,80,122,.656,35,105,140,145,34,17,81,132,276,73fd120d-d4cf-4bdf-8c6f-11fe642ff8eb
238,Howard Nathan,PG,24,ATL,5,0,15,5,9,.556,0,1,.000,5,8,.625,.556,3,4,.750,0,0,0,2,3,0,8,2,13,05f2a94c-3487-440a-a405-aa4cccf98548
239,Johnny Newman,SG,32,MIL,82,82,2690,321,649,.495,61,162,.377,260,487,.534,.542,186,232,.802,66,134,200,154,90,15,108,257,889,30c1e375-68bc-4161-a9a9-faae8dda390e
240,Ken Norman,SF,31,ATL,34,28,770,127,273,.465,33,84,.393,94,189,.497,.526,17,48,.354,40,92,132,63,15,16,46,68,304,fae1274f-7d91-40e3-bd92-545c95bdc737
241,Ed O'Bannon,SG,23,NJN,64,29,1253,156,400,.390,10,56,.179,146,344,.424,.403,77,108,.713,65,103,168,63,44,11,62,95,399,e1c0ea98-7473-44fc-a6dc-0ada521699e4
242,Dan O'Sullivan,C,27,TOR,5,2,139,13,35,.371,0,1,.000,13,34,.382,.371,7,8,.875,13,19,32,2,2,4,5,13,33,70c82b75-54cd-42cc-aa68-680877209d7b
243,Charles Oakley,PF,32,NYK,53,51,1775,211,448,.471,7,26,.269,204,422,.483,.479,175,210,.833,162,298,460,137,58,14,104,195,604,32b8c8ac-6646-4fc3-b447-3ba4839005c5
244,Greg Ostertag,C,22,UTA,57,10,661,86,182,.473,0,0,0,86,182,.473,.473,36,54,.667,57,118,175,5,5,63,25,91,208,1ccd8985-6548-4f9f-adfe-180ecb388360
245,Bo Outlaw,PF,24,LAC,80,3,985,107,186,.575,0,3,.000,107,183,.585,.575,72,162,.444,87,113,200,50,44,91,45,127,286,847a478d-8ace-4c5d-9963-9b38c35392bc
246,Doug Overton,PG,26,DEN,55,0,607,67,178,.376,8,26,.308,59,152,.388,.399,40,55,.727,8,55,63,106,13,5,40,49,182,955d7327-ee21-4b24-8f84-18ff79bdb5eb
247,Billy Owens,SF,26,TOT,62,51,1982,323,673,.480,5,18,.278,318,655,.485,.484,157,247,.636,143,268,411,204,49,38,164,192,808,6f305820-727c-4146-97e9-536f44a43ce3
248,Robert Pack,PG,26,WSB,31,31,1084,190,444,.428,26,98,.265,164,346,.474,.457,154,182,.846,29,103,132,242,62,1,114,68,560,344405ce-a359-4e3b-b786-b8af595abb16
249,Cherokee Parks,C,23,DAL,64,3,869,101,247,.409,7,26,.269,94,221,.425,.423,41,62,.661,66,150,216,29,25,32,31,100,250,f81612de-c51f-4d12-a726-04408c7c9862
250,Anthony Peeler,SG,26,LAL,73,12,1608,272,602,.452,105,254,.413,167,348,.480,.539,61,86,.709,45,92,137,118,59,10,56,139,710,d6e2ba43-0c0f-471f-87b0-ee1eb89d608c
251,Mike Peplowski,C,25,TOT,7,0,17,3,5,.600,0,0,0,3,5,.600,.600,1,3,.333,1,3,4,1,1,2,2,10,7,f83fe105-19e9-4bd4-9132-a690346996fc
252,Will Perdue,C,30,SAS,80,22,1396,173,331,.523,0,1,.000,173,330,.524,.523,67,125,.536,175,310,485,33,28,75,86,183,413,fa1ad0af-f9c3-4612-89ca-30d319071a97
253,Sam Perkins,PF,34,SEA,82,20,2169,325,797,.408,129,363,.355,196,434,.452,.489,191,241,.793,101,266,367,120,83,48,82,174,970,9b20199a-21ae-47ad-b9ed-5cc9b08354f3
254,Elliot Perry,PG,26,PHO,81,26,1668,261,549,.475,24,59,.407,237,490,.484,.497,151,194,.778,34,102,136,353,87,5,146,140,697,be114205-0eca-4979-975e-f3c614fedd56
255,Tim Perry,PF,30,TOT,30,1,254,31,65,.477,4,8,.500,27,57,.474,.508,5,9,.556,21,27,48,8,4,13,10,16,71,af6b17df-a4b3-4a58-8aaf-427d69698b84
256,Chuck Person,SF,31,SAS,80,16,2131,308,705,.437,190,463,.410,118,242,.488,.572,67,104,.644,76,337,413,100,49,26,91,197,873,dfb84abb-d10c-4787-815c-5bee1d7f758b
257,Wesley Person,SG,24,PHO,82,47,2609,390,877,.445,117,313,.374,273,564,.484,.511,148,192,.771,56,265,321,138,55,22,89,148,1045,ef40a902-ea86-4002-b272-16951b470e54
258,Bobby Phills,SG,26,CLE,72,69,2530,386,826,.467,93,211,.441,293,615,.476,.524,186,240,.775,62,199,261,271,102,27,126,192,1051,d469a9f0-ccd7-44dc-87d1-366db7ec215f
259,Eric Piatkowski,SG,25,LAC,65,1,784,98,242,.405,38,114,.333,60,128,.469,.483,67,82,.817,40,63,103,48,24,10,45,83,301,f193b4fc-173e-4b82-a937-ad33f0be183a
260,Ricky Pierce,SG,36,IND,76,2,1404,264,590,.447,35,104,.337,229,486,.471,.477,174,205,.849,40,96,136,101,57,6,93,188,737,17167955-8487-46d0-96b3-fcc51122754f
261,Ed Pinckney,PF,32,TOT,74,47,1710,171,335,.510,0,3,.000,171,332,.515,.510,136,179,.760,189,269,458,72,64,28,77,156,478,68ada192-7378-460e-9aa6-952225d7ff51
262,Olden Polynice,C,31,SAC,81,80,2441,431,818,.527,1,3,.333,430,815,.528,.528,122,203,.601,257,507,764,58,52,66,127,250,985,093410ab-053a-4264-b2b2-7046fbc24628
263,Terry Porter,PG,32,MIN,82,40,2072,269,608,.442,71,226,.314,198,382,.518,.501,164,209,.785,36,176,212,452,89,15,173,154,773,458877e6-636d-4a9a-bcc8-c2629a92333b
264,Brent Price,PG,27,WSB,81,50,2042,252,534,.472,139,301,.462,113,233,.485,.602,167,191,.874,38,190,228,416,78,4,153,184,810,56869f17-2697-4619-934e-099fd23b2cbc
265,Mark Price,PG,31,WSB,7,1,127,18,60,.300,10,30,.333,8,30,.267,.383,10,10,1.000,1,6,7,18,6,0,10,7,56,1a806ca8-ea9c-4690-8fe4-0b7d13c80d36
266,Kevin Pritchard,PG,28,WSB,2,0,22,2,3,.667,1,1,1.000,1,2,.500,.833,2,3,.667,0,2,2,7,2,0,0,3,7,3d46e43c-ecfc-40de-9c25-32235d97176c
267,Theo Ratliff,C,22,DET,75,2,1305,128,230,.557,0,1,.000,128,229,.559,.557,85,120,.708,110,187,297,13,16,116,56,144,341,b695b1a8-a19c-487c-976a-541c4df63547
268,Eldridge Recasner,SG,28,HOU,63,27,1275,149,359,.415,81,191,.424,68,168,.405,.528,57,66,.864,31,113,144,170,23,5,61,111,436,044d1735-6dff-4d03-9460-a0030708bf6b
269,Bryant Reeves,C,22,VAN,77,63,2460,401,877,.457,0,3,.000,401,874,.459,.457,219,299,.732,178,392,570,109,43,55,157,226,1021,c705598a-42b1-45e8-a3a0-1a0ae17f9818
270,Khalid Reeves,PG,23,TOT,51,12,833,95,227,.419,28,91,.308,67,136,.493,.480,61,82,.744,18,61,79,118,37,3,63,115,279,27bb0058-a5eb-4ac6-a4ee-3f28bba6d4f5
271,Don Reid,PF,22,DET,69,46,997,106,187,.567,0,0,0,106,187,.567,.567,51,77,.662,78,125,203,11,47,40,41,199,263,f5bba885-691b-4e26-8d88-f052fb6e6fce
272,J.R. Reid,PF,27,TOT,65,21,1313,160,324,.494,0,1,.000,160,323,.495,.494,107,142,.754,73,182,255,42,43,17,79,187,427,c60064d6-5a0b-472a-bee2-c32d3237145f
